index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0419.smt2,3,,,,,,3,3,,4,,3,,,7,,8,,,,,,,5,,7,3,,1,,,,,33.44,8.45,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0420.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0421.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.72,6.87,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0422.smt2,,,,1,,,2,2,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,19.32,7.32,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0423.smt2,,,,1,,1,4,4,,13,1,3,,13,36,,27,,,,,,,11,13,22,,,,,,,,30.00,14.11,sat,0.15,0.02,0.01,0.01,0.00,0.01,0.06,0.03,,0.00,0.00,0.00,0.00,0.12,0.02,0.09,0.01,0.01,0.02,0.00,0.00,0.00,
chc-lia-0424.smt2,,2,32,7,17,3,16,16,1,36,5,147,5,112,884,22,259,,2,1,,,39,89,390,248,6,1,2,1,,3,2,204.56,124.12,sat,3.49,0.35,0.14,0.19,0.06,0.07,2.31,1.22,0.22,0.03,0.00,0.00,0.04,3.39,0.74,2.58,0.12,0.24,0.85,0.12,0.00,0.12,0.02
chc-lia-0425.smt2,,,,2,5,1,6,6,,9,,14,5,17,65,2,36,,4,10,,,,18,30,26,,1,,,,,,41.20,21.83,sat,0.25,0.03,0.01,0.02,0.00,0.01,0.12,0.06,,0.00,0.00,0.00,0.00,0.22,0.02,0.18,0.01,0.01,0.06,0.02,0.00,0.02,
chc-lia-0426.smt2,,24,,10,1,,11,11,,28,,26,,13,90,3,100,,,,,,,71,30,93,,11,,,,,,57.60,33.79,sat,0.72,0.08,0.03,0.04,0.01,0.02,0.40,0.19,,0.00,0.00,0.00,0.02,0.69,0.05,0.60,0.05,0.04,0.17,0.04,,0.04,
chc-lia-0427.smt2,,81,,10,5,2,11,11,,43,1,11,5,11,118,4,142,,10,,10,,,137,57,136,7,,7,46,,3,1,108.96,63.57,sat,1.73,0.13,0.04,0.06,0.02,0.03,1.12,0.67,0.01,0.00,0.00,0.00,0.03,1.69,0.12,1.53,0.07,0.08,0.43,0.36,0.00,0.36,0.02
chc-lia-0428.smt2,,,,10,1,,11,11,,14,,19,,4,33,1,27,,,,,,,14,2,22,,,,,,,,24.52,10.49,sat,0.12,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.11,0.01,0.06,0.01,0.01,0.00,0.01,,0.01,
chc-lia-0429.smt2,,,4,1,,,2,2,,4,,,,3,5,,8,,,,,,,7,2,7,,,,,,,,19.92,7.77,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0430.smt2,,,,,,,2,2,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,21.00,8.51,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0431.smt2,,,,,,,2,2,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,22.20,9.48,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0432.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,22.96,8.14,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0433.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,22.92,8.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0434.smt2,,,,1,,,3,3,,7,,3,,8,19,,16,,,,,,,7,8,12,,,,,,,,28.84,11.66,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0435.smt2,,,,1,,,2,2,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,22.88,8.18,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0436.smt2,,,,1,,,2,2,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,22.88,8.18,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0437.smt2,,,,2,,,3,3,,8,,1,,4,14,,12,,,,,,,6,5,8,,,,,,,,26.16,9.89,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.01,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0438.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,17.76,6.43,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0439.smt2,,,2,2,3,,5,5,,6,,3,,5,15,,16,,,,,,3,6,3,12,2,2,2,,,,,20.12,7.80,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0440.smt2,4,,,,,,4,4,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,44.56,12.16,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0000.smt2,,,,,,,1,1,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,18.16,6.47,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0001.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,17.80,6.43,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0002.smt2,,,,1,1,,3,3,,4,,1,,3,5,,8,,,,,,,3,1,4,,,,,,,,18.92,6.93,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0003.smt2,,,,2,3,,4,4,,5,,4,,4,12,,12,,,,,,1,4,3,7,,1,,,,,,19.32,7.19,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0004.smt2,,,3,2,3,,5,5,,6,,4,,5,15,,16,,,,,,3,7,3,13,3,2,3,,,,,20.48,8.00,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0005.smt2,,532,294,9,292,,15,15,,249,,344,,307,3984,,748,,,,,,650,448,2994,920,188,23,188,,,,,820.44,447.97,sat,255.06,16.59,9.75,13.01,0.48,2.36,86.68,34.82,13.92,0.63,0.00,0.00,0.19,251.73,33.59,218.07,1.07,73.01,26.38,72.55,,72.55,3.87
chc-lia-lin-0006.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.36,5.14,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0007.smt2,,1,2,22,8,1,22,22,,52,1,109,19,34,505,21,135,,29,34,14,,10,87,234,126,14,14,14,,2,5,2,77.36,41.68,sat,1.09,0.10,0.03,0.05,0.01,0.02,0.56,0.28,0.01,0.01,0.00,0.00,0.02,1.05,0.21,0.73,0.05,0.07,0.13,0.09,0.00,0.09,0.01
chc-lia-lin-0008.smt2,,,,,3,1,2,2,,2,,,1,4,3,,8,,1,2,,,,5,1,4,,,,,,,,20.08,7.45,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
chc-lia-lin-0009.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.32,5.16,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0010.smt2,,1110,472,,531,2,58,57,,786,22,4112,69,229,13398,313,1981,,62,19,56,,1127,725,5528,2090,205,126,85,150,1,39,1,523.12,522.46,timeout,598.51,9.60,2.66,4.75,1.21,2.93,301.47,157.82,57.87,4.53,0.00,0.00,0.53,549.96,125.97,423.67,2.86,115.21,106.74,126.08,0.00,126.08,4.01
chc-lia-lin-0011.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.40,5.25,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0012.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.76,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0013.smt2,,,,2,,,4,4,,9,,3,,7,20,,18,,,,,,,9,10,13,,,,,,,,25.32,9.64,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.01,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0014.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,18.84,6.96,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0015.smt2,,,,5,3,1,10,9,,13,,12,1,13,37,3,31,,1,5,,,,13,7,21,,1,,,,4,1,14.04,8.50,unknown,0.50,0.01,0.00,0.01,0.00,0.00,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.09,0.01,0.01,0.01,0.02,0.00,0.02,
chc-lia-lin-0016.smt2,,,,3,1,,6,6,,9,,6,,6,14,,19,,,,,,,6,2,12,,,,,,,,23.56,9.60,sat,0.08,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.07,0.00,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0017.smt2,,,,1,,,2,2,,7,,,,5,8,,9,,,,,,,5,5,6,,,,,,,,28.96,10.53,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0018.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,14.04,5.54,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0019.smt2,,1387,25,,778,,57,56,,223,,1622,,55,4305,22,1793,,,,,,1493,144,1265,1779,43,,24,,,,,158.77,149.01,timeout,599.06,6.18,2.42,3.53,1.04,1.15,99.63,63.30,8.95,0.51,0.00,0.00,0.57,544.03,11.73,532.05,1.85,219.41,62.16,214.17,,214.17,0.43
chc-lia-lin-0020.smt2,,,,1,,,1,1,,1,,,,1,,,2,,,,,,,1,,,,,,,,,,17.68,6.42,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0021.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0022.smt2,,,,1,,,4,4,,16,,5,,11,32,,30,,,,,,,14,8,25,,,,,,,,29.76,14.13,sat,0.16,0.02,0.01,0.01,0.00,0.01,0.08,0.04,,0.00,0.00,0.00,0.00,0.14,0.02,0.11,0.01,0.01,0.03,0.00,,0.00,
chc-lia-lin-0023.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,19.08,7.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0024.smt2,,,3,1,2,,7,7,,7,2,11,,14,26,1,27,,,,,,,8,1,23,3,,3,,,,,25.72,11.14,sat,0.15,0.02,0.00,0.01,0.00,0.00,0.05,0.03,0.00,0.00,0.00,0.00,0.01,0.13,0.01,0.10,0.01,0.01,0.02,0.00,,0.00,0.00
chc-lia-lin-0025.smt2,3,,,,,,3,3,,9,,3,,1,12,,13,,,,,,,9,4,12,3,,1,,,,,35.00,9.46,unsat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0026.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,19.12,7.11,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0027.smt2,,,,2,,,3,3,,4,,1,,2,4,,7,,,,,,,2,,3,,,,,,,,18.48,6.91,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0028.smt2,,,,2,,,5,5,,6,,5,,5,12,1,15,,,,,,,5,1,10,,,,,,,,20.96,8.30,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0029.smt2,,24,3,30,5,1,30,30,,34,,42,18,14,188,10,110,,5,18,,,,25,75,80,,49,,,,,,34.28,16.99,sat,0.50,0.05,0.01,0.02,0.01,0.01,0.15,0.05,0.01,0.00,0.00,0.00,0.01,0.48,0.06,0.30,0.02,0.05,0.00,0.07,0.00,0.07,
chc-lia-lin-0030.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.60,6.29,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0031.smt2,,,,,,,1,1,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,18.84,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0032.smt2,,,,1,,,2,2,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,19.28,7.28,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0033.smt2,,,,,1,,9,8,,9,,11,,,20,,21,,,,,,,3,,12,,,,,,,,37.87,23.68,timeout,600.01,0.01,0.00,0.00,0.00,0.00,0.07,0.06,,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.01,0.01,0.02,0.00,,0.00,
chc-lia-lin-0034.smt2,,,,9,5,2,9,9,,14,,11,13,9,65,6,35,,23,11,20,,1,19,26,26,20,13,20,7,,23,3,35.12,16.50,sat,0.36,0.04,0.01,0.02,0.01,0.01,0.15,0.09,0.00,0.00,0.00,0.00,0.01,0.34,0.03,0.27,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-lin-0035.smt2,,,,8,5,2,8,8,,14,,12,13,7,72,2,36,,22,11,19,,2,18,31,26,19,13,19,6,,26,5,35.64,16.81,sat,0.36,0.04,0.01,0.02,0.01,0.01,0.15,0.09,0.00,0.00,0.00,0.00,0.01,0.33,0.03,0.26,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-lin-0036.smt2,,,,5,1,,8,8,,15,,19,,7,56,,37,,,,,,,8,17,28,,,,,,,,24.12,10.90,sat,0.13,0.02,0.00,0.01,0.00,0.01,0.04,0.02,,0.00,0.00,0.00,0.00,0.11,0.01,0.07,0.01,0.00,0.02,0.00,,0.00,
chc-lia-lin-0037.smt2,4,,,,,,4,4,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,44.80,12.27,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0038.smt2,,,,2,,,3,3,,11,,4,,6,22,,16,,,,,,,8,9,12,,,,,,,,22.96,9.73,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0039.smt2,,,,4,1,,7,7,,39,,20,,24,180,1,58,,,,,,,30,112,51,,,,,,,,44.24,24.66,sat,0.43,0.04,0.01,0.02,0.00,0.01,0.26,0.14,,0.00,0.00,0.00,0.01,0.39,0.10,0.27,0.02,0.02,0.11,0.00,,0.00,
chc-lia-lin-0040.smt2,,,,11,4,1,22,22,,45,,156,2,31,431,6,179,,2,15,,,,42,142,157,,,,,,,,68.48,39.75,sat,1.10,0.16,0.02,0.07,0.02,0.05,0.59,0.37,0.01,0.01,0.00,0.00,0.02,1.06,0.13,0.86,0.04,0.08,0.33,0.02,0.00,0.02,
chc-lia-lin-0041.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,3.88,sat,0.00,,,,,,,,,,0.00,,,,,,,,,,,,
chc-lia-lin-0042.smt2,,,,3,1,,4,4,,12,2,11,,8,37,,24,,,,,,,8,16,19,,,,,,,,23.88,10.24,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.07,0.01,0.05,0.00,0.01,0.01,0.00,,0.00,
chc-lia-lin-0043.smt2,7,,,,2,1,7,7,,40,6,28,,,70,,70,,1,,1,,,47,6,72,11,,2,,,1,,49.64,19.78,unsat,0.38,0.04,0.01,0.02,0.00,0.01,0.19,0.13,,0.00,0.00,0.00,0.01,0.35,0.02,0.31,0.02,0.03,0.09,0.02,0.00,0.02,0.01
chc-lia-lin-0045.smt2,,1221,81,,661,1,20,19,,336,,1590,7,18,2246,8,1466,,1,3,,,1341,282,136,1476,30,,30,,,9,1,296.71,296.33,timeout,599.14,3.53,1.22,2.00,0.48,0.74,133.64,94.17,6.44,0.34,0.00,0.00,0.28,372.91,6.06,366.76,1.32,114.66,90.99,117.81,0.00,117.81,0.31
chc-lia-lin-0046.smt2,,,,1,1,,4,4,,8,2,4,,8,30,,19,,,,,,,8,17,14,,,,,,,,24.00,10.52,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.07,0.01,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0047.smt2,,,,4,,,7,7,,14,,15,,8,44,,29,,,,,,,10,12,21,,,,,,,,23.64,10.60,sat,0.10,0.01,0.00,0.01,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,0.05,0.01,0.00,0.01,0.00,,0.00,
chc-lia-lin-0048.smt2,,,,8,,,9,9,,18,,22,,7,64,,38,,,,,,,9,22,28,,,,,,,,24.96,11.31,sat,0.14,0.02,0.00,0.01,0.00,0.01,0.05,0.02,,0.00,0.00,0.00,0.00,0.12,0.01,0.08,0.01,0.00,0.02,0.00,,0.00,
chc-lia-lin-0049.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.60,6.34,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0050.smt2,,,,8,3,1,17,17,,47,2,147,3,44,627,11,163,,6,26,,,,40,273,141,,3,,,,,,100.36,63.36,sat,2.19,0.21,0.04,0.09,0.02,0.08,1.51,1.10,,0.02,0.00,0.00,0.02,2.13,0.42,1.65,0.05,0.13,0.89,0.03,0.00,0.03,
chc-lia-lin-0051.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.96,6.58,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0052.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0053.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0054.smt2,,,,3,3,1,9,9,,11,12,27,1,13,55,1,43,,,,,,,11,5,33,,,,,,8,1,37.04,16.52,sat,0.30,0.03,0.01,0.02,0.01,0.01,0.14,0.09,,0.00,0.00,0.00,0.01,0.27,0.02,0.22,0.01,0.02,0.08,0.03,0.00,0.03,
chc-lia-lin-0055.smt2,,,,15,4,1,29,29,,59,,222,12,54,789,22,248,,15,86,2,,,100,327,227,14,6,2,,,4,2,126.44,76.29,sat,3.67,0.43,0.06,0.18,0.06,0.15,2.46,1.75,,0.02,0.00,0.00,0.03,3.59,0.48,3.00,0.09,0.23,1.40,0.12,0.00,0.12,0.04
chc-lia-lin-0056.smt2,,,,2,1,,7,7,,19,5,25,,15,60,,52,,,,,,,13,12,44,,4,,,,,,31.68,15.34,sat,0.31,0.05,0.02,0.02,0.01,0.01,0.14,0.08,,0.00,0.00,0.00,0.01,0.28,0.02,0.23,0.02,0.02,0.06,0.01,,0.01,
chc-lia-lin-0057.smt2,,,,2,,,5,5,,6,,5,,4,16,,15,,,,,,,5,4,10,,,,,,,,25.00,9.28,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0058.smt2,,50,187,,21,5,12,11,76,240,,155,39,57,995,54,331,,157,3,55,3,,274,320,334,52,78,51,144,,266,19,259.18,259.18,timeout,599.70,1.45,0.55,0.82,0.17,0.36,119.17,49.78,31.14,0.16,0.00,0.00,0.13,126.14,21.08,105.00,0.35,1.00,26.01,23.45,0.00,23.45,12.57
chc-lia-lin-0059.smt2,,57,157,,28,5,12,11,52,203,,130,44,51,911,43,307,,135,9,44,1,2,238,364,321,56,76,53,131,,207,18,251.66,246.08,timeout,599.39,1.40,0.43,0.72,0.18,0.40,93.56,33.76,25.28,0.10,0.00,0.00,0.15,99.78,14.07,85.66,0.34,0.88,18.79,17.62,0.00,17.62,11.46
chc-lia-lin-0060.smt2,,,,1,,,2,2,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,23.68,8.51,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0061.smt2,,,,12,1,1,37,37,,46,,321,,83,1528,5,393,,,,,,,40,642,357,,,,,,5,,142.88,88.79,sat,5.47,0.59,0.10,0.28,0.07,0.18,3.79,2.71,0.00,0.04,0.00,0.00,0.05,5.36,1.08,4.15,0.14,0.33,1.97,0.08,0.00,0.08,
chc-lia-lin-0062.smt2,,,,7,,,16,16,,24,,49,,18,165,,81,,,,,,,19,59,66,,,,,,,,39.48,22.26,sat,0.46,0.08,0.01,0.03,0.01,0.03,0.23,0.15,,0.00,0.00,0.00,0.01,0.43,0.05,0.33,0.02,0.02,0.13,0.00,,0.00,
chc-lia-lin-0063.smt2,,4,79,11,3,1,12,12,,43,56,28,,34,329,15,143,,2,,,,,94,200,142,11,,11,,,,,82.16,47.18,sat,1.85,0.19,0.05,0.09,0.02,0.06,1.18,0.50,0.19,0.00,0.00,0.00,0.03,1.79,0.25,1.49,0.07,0.11,0.45,0.11,0.00,0.11,0.03
