index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0070.smt2,,,,1,,3,3,,,,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,,29.24,8.02,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0071.smt2,,,,,,3,3,,,,,11,,9,,6,15,,18,,,,,,,6,,14,,,,,,,,,25.52,9.84,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0072.smt2,,2080,,48,2,190,189,,347,119,2,328,1341,950,819,,16969,136,2759,,281,28,3,,,251,11541,3073,142,1128,122,1,,62,,,,324.73,timeout,580.86,11.94,2.61,6.44,1.04,3.55,498.74,84.35,260.42,0.36,0.00,0.00,0.63,536.90,148.13,,387.72,2.22,7.97,204.94,31.98,0.01,31.98,11.39
chc-lia-lin-0073.smt2,,811,,18,2,70,69,,,,,612,1149,2577,85,,15872,12,2967,,534,19,229,,,709,6710,3711,57,476,42,135,,20,74,1,,314.71,timeout,575.65,10.03,1.59,5.58,0.93,2.73,480.04,287.59,82.69,1.83,0.00,0.00,0.70,521.57,136.91,,384.32,3.37,15.02,163.62,32.31,0.00,32.31,20.95
chc-lia-lin-0074.smt2,,,13,2,,32,32,,45,7,28,63,,321,,81,1275,8,339,,,,,,,96,595,477,31,8,7,,,38,,,173.60,117.52,sat,5.57,0.67,0.10,0.34,0.06,0.21,3.77,2.70,,0.03,0.00,0.00,0.07,5.44,0.92,,4.40,0.20,0.31,1.87,0.06,,0.06,0.14
chc-lia-lin-0075.smt2,,,,,,15,15,,,,,28,,88,,16,203,,94,,,,,,,18,53,80,,,,,,,,,42.72,24.34,sat,0.51,0.08,0.01,0.04,0.01,0.03,0.26,0.17,,0.00,0.00,0.00,0.01,0.49,0.05,,0.38,0.02,0.02,0.15,0.00,,0.00,
chc-lia-lin-0076.smt2,,11,,3,1,73,72,,114,,451,1001,9,2049,5,4,19181,476,1595,,18,247,,,1,531,12470,1864,,27,,,6,80,2,,,457.77,timeout,592.85,5.67,1.13,3.03,0.73,1.45,509.54,403.36,2.57,2.76,0.00,0.00,0.36,541.04,184.32,,356.35,2.13,15.73,264.07,1.99,0.00,1.99,2.04
chc-lia-lin-0077.smt2,,,,,,4,4,,,,,8,,5,,5,26,,12,,,,,,,5,13,8,,,,,,,,,22.88,9.94,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0078.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.48,5.45,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0079.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.36,6.86,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0080.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.56,6.88,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0081.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.52,6.88,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0082.smt2,,,,4,,9,9,,,,,13,2,13,,17,61,,39,,,,,,7,19,25,26,,,,,6,,,,32.80,15.99,sat,0.28,0.03,0.01,0.01,0.01,0.01,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.25,0.03,,0.18,0.01,0.03,0.05,0.01,,0.01,
chc-lia-lin-0083.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.36,6.89,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0084.smt2,,,,3,1,22,22,,11,,,88,3,323,1,37,883,23,248,,2,36,,,,91,369,267,,1,,,,11,,,127.96,78.95,sat,3.82,0.43,0.05,0.21,0.04,0.13,2.58,1.85,,0.02,0.00,0.00,0.04,3.74,0.58,,3.05,0.13,0.24,1.44,0.04,0.00,0.04,0.02
chc-lia-lin-0085.smt2,,,12,,,27,27,,,,,57,,323,,77,1349,,274,,,,,,,49,691,251,,,,,,,,,122.12,83.80,sat,4.50,0.52,0.06,0.25,0.05,0.19,3.14,2.06,0.01,0.03,0.00,0.00,0.04,4.40,0.94,,3.33,0.11,0.25,1.68,0.00,,0.00,
chc-lia-lin-0086.smt2,,192,,46,4,11,10,25,4,1,,887,,72,3,370,3467,495,939,,75,9,36,9,304,958,1990,720,38,1,37,110,211,,34,2,,621.73,timeout,598.47,3.99,1.69,2.50,0.59,0.61,274.50,166.59,55.95,1.27,0.01,0.00,0.18,292.02,92.45,,199.52,1.50,5.67,138.56,9.89,0.00,9.89,2.26
chc-lia-lin-0087.smt2,,,,1,,26,26,,,,,81,1,409,,63,1421,6,390,,,,,,,48,531,363,,,,,,,,,162.92,112.37,sat,6.93,0.75,0.09,0.41,0.06,0.22,5.11,3.72,,0.05,0.00,0.00,0.06,6.83,1.39,,5.35,0.16,0.34,2.74,0.02,,0.02,
chc-lia-lin-0088.smt2,,,,1,,9,9,,1,,1,44,6,46,,21,168,,90,,,,,,,37,53,82,,,,,,,,,57.52,35.61,sat,0.93,0.07,0.01,0.03,0.01,0.03,0.64,0.51,,0.00,0.00,0.00,0.01,0.89,0.08,,0.78,0.03,0.05,0.46,0.01,,0.01,
chc-lia-lin-0089.smt2,,,,1,,3,3,,,,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,,29.52,8.06,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0090.smt2,,,,,,3,3,,,,,7,,5,,4,9,,12,,,,,,,4,,8,,,,,,,,,24.04,8.77,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0091.smt2,,,,,,5,5,,,,,9,,8,,5,14,,16,,,,,,,5,,11,,,,,,,,,33.88,11.68,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0092.smt2,,,,1,,4,4,,1,,5,271,,2,,341,715,,351,,,,,,,346,704,346,,,,,,,,,373.20,251.35,sat,24.65,1.01,0.36,0.58,0.11,0.24,20.38,15.17,,0.00,0.00,0.00,0.08,23.34,2.17,,21.17,0.38,1.13,14.82,0.02,,0.02,
chc-lia-lin-0093.smt2,,,,,,21,21,,,,,31,,145,,22,350,2,160,,,,,,,16,93,139,,,,,,,,,56.48,34.71,sat,0.98,0.17,0.02,0.08,0.02,0.05,0.54,0.37,,0.00,0.00,0.00,0.02,0.95,0.12,,0.76,0.04,0.04,0.31,0.00,,0.00,
chc-lia-lin-0094.smt2,,,3,,,4,4,,,,,11,,13,,6,19,,22,,,,,,,10,,21,,,,,,,,,30.76,11.23,sat,0.18,0.01,0.00,0.00,0.00,0.00,0.07,0.03,0.02,0.00,0.01,0.00,0.00,0.13,0.01,,0.10,0.01,0.00,0.02,0.00,,0.00,0.00
chc-lia-lin-0095.smt2,,,,,,7,7,,,,,20,,22,,7,68,,38,,,,,,,12,19,30,,,,,,,,,30.64,15.30,sat,0.17,0.02,0.00,0.01,0.00,0.01,0.07,0.04,,0.00,0.00,0.00,0.00,0.15,0.02,,0.11,0.01,0.00,0.04,0.00,,0.00,
chc-lia-lin-0096.smt2,,,,,,5,5,,,,,8,,6,,4,13,,14,,,,,,,4,,9,,,,,,,,,29.52,10.56,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0097.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.44,6.94,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0098.smt2,,,12,1,,20,20,,10,,6,74,,291,,72,1412,2,296,,,,,,,62,655,284,,,,,,3,,,161.08,114.17,sat,5.82,0.66,0.08,0.34,0.06,0.20,4.20,2.48,0.57,0.05,0.00,0.00,0.04,5.71,1.35,,4.27,0.14,0.31,2.16,0.02,,0.02,0.03
chc-lia-lin-0099.smt2,,,,,,18,18,,,,,37,,76,,13,239,4,103,,,,,,,11,65,86,,,,,,,,,56.52,33.61,sat,0.81,0.12,0.01,0.06,0.01,0.04,0.46,0.34,,0.00,0.00,0.00,0.01,0.77,0.09,,0.61,0.03,0.03,0.29,0.00,,0.00,
chc-lia-lin-0100.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,20.48,8.20,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,,,,,
chc-lia-lin-0101.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.92,7.14,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0102.smt2,,,,,,,1,,,,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,,19.04,7.22,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0103.smt2,,,19,,,33,33,,,,,78,,327,,50,1224,5,285,,,,,,,42,593,258,,,,,,,,,130.04,84.79,sat,5.16,0.45,0.06,0.21,0.04,0.15,3.88,2.10,0.64,0.03,0.00,0.00,0.04,5.05,1.03,,3.90,0.11,0.21,2.20,0.01,,0.01,
chc-lia-lin-0104.smt2,,200,,26,3,64,63,29,496,388,87,528,548,2398,55,3,11029,258,1874,,180,251,84,,1,1051,5497,3119,483,179,468,31,,111,555,6,,244.05,timeout,597.26,12.53,1.44,5.83,0.90,5.00,542.49,401.12,59.80,1.31,0.00,0.00,0.68,580.91,94.44,,486.11,3.12,12.19,259.84,49.00,0.00,49.00,17.50
chc-lia-lin-0105.smt2,,16,2,19,1,21,21,,59,32,25,23,17,118,6,253,867,316,328,,9,,9,,67,305,336,255,27,3,26,,48,1,75,,170.12,90.52,sat,5.32,0.36,0.11,0.16,0.07,0.09,3.36,1.88,0.13,0.05,0.00,0.00,0.06,5.10,0.79,,4.19,0.16,0.50,1.07,0.48,0.00,0.48,0.13
chc-lia-lin-0106.smt2,,,,6,3,54,54,1,51,23,,242,139,4077,48,361,12797,296,1322,,88,632,4,,,783,6787,1589,35,46,27,2,,52,4,2,1049.60,662.53,sat,266.91,5.49,0.69,2.94,0.42,1.74,246.79,175.44,,1.05,0.00,0.00,0.27,265.87,77.30,,188.32,1.44,7.06,119.17,7.11,0.00,7.11,1.89
chc-lia-lin-0107.smt2,,,,,,2,2,,,,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,,35.40,15.23,sat,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.01,0.00,0.00,0.04,0.01,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0108.smt2,,,,,,,1,,,,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,,19.08,7.31,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0109.smt2,,,,,,4,4,,,,,9,,10,,5,19,,18,,,,,,,5,4,13,,,,,,,,,30.00,11.09,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.01,0.00,0.00,0.06,0.00,,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0110.smt2,,,,1,1,39,39,,5,,,85,45,945,,130,4710,3,640,,,,,,,91,2146,619,,,,,,5,,,376.96,251.31,sat,35.69,2.52,0.25,1.31,0.16,0.88,30.10,22.56,,0.22,0.00,0.00,0.10,35.44,10.86,,24.41,0.37,1.08,14.53,0.54,0.00,0.54,0.06
chc-lia-lin-0111.smt2,,,,,,7,7,,,,,14,,26,,7,38,,33,,,,,,,7,,26,,,,,,,,,40.44,14.37,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.01,0.00,0.00,0.08,0.00,,0.05,0.01,0.00,0.01,0.00,,0.00,
chc-lia-lin-0112.smt2,,,,,,3,3,,,,,5,,2,,4,10,,10,,,,,,,4,5,6,,,,,,,,,39.28,16.51,sat,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.01,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0113.smt2,,,,,,3,3,,,,,9,,,,6,14,2,16,,,,,,,9,5,12,,,,,,,,,34.40,15.95,sat,0.19,0.02,0.00,0.01,0.00,0.01,0.12,0.09,,0.00,0.00,0.00,0.00,0.16,0.01,,0.14,0.00,0.00,0.09,0.00,,0.00,
chc-lia-lin-0114.smt2,,,12,,,25,25,,,,,69,,326,,54,1351,2,307,,,,,,,45,514,283,,,,,,,,,142.72,90.23,sat,6.23,0.73,0.08,0.38,0.06,0.22,4.61,3.41,0.02,0.04,0.00,0.00,0.04,6.13,1.18,,4.86,0.14,0.25,2.64,0.00,,0.00,
chc-lia-lin-0115.smt2,,,,3,1,36,36,,,,,60,,278,7,69,1169,13,316,,2,25,,,,69,592,285,,,,,,,,,137.80,88.45,sat,5.22,0.53,0.06,0.25,0.06,0.17,3.73,2.66,,0.03,0.00,0.00,0.04,5.12,0.80,,4.18,0.13,0.28,2.21,0.08,0.00,0.08,
chc-lia-lin-0116.smt2,,,44,5,1,54,54,,521,441,,144,1,2101,16,216,10010,51,1100,,17,38,,,,442,5684,1408,451,90,441,,,91,3,1,770.88,510.85,sat,138.00,6.58,0.76,3.31,0.42,2.40,122.45,83.53,,0.63,0.00,0.00,0.32,137.43,37.80,,99.38,1.12,3.20,43.04,3.55,0.00,3.55,10.01
chc-lia-lin-0117.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,28.40,7.21,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0118.smt2,,124,,9,3,56,55,74,359,289,24,909,175,3096,50,407,19121,139,1718,,203,419,92,3,118,1241,12848,2301,379,127,343,77,124,85,108,6,,425.05,timeout,595.87,12.85,1.63,6.36,0.87,4.76,555.08,386.17,29.95,2.47,0.00,0.00,0.48,593.94,157.73,,435.92,2.78,11.64,245.38,20.57,0.00,20.57,21.31
chc-lia-lin-0119.smt2,,,20,,,27,27,,,,,68,,211,,39,1144,1,214,,,,,,,107,526,240,46,,40,,,,,,137.28,86.79,sat,4.63,0.61,0.06,0.30,0.04,0.22,3.27,1.71,0.69,0.02,0.00,0.00,0.04,4.54,1.07,,3.36,0.12,0.16,1.60,0.00,,0.00,0.09
chc-lia-lin-0120.smt2,,,27,3,1,42,42,,,,,99,4,943,1,137,4188,27,714,,5,31,,,,98,2146,672,,4,,,,,,,403.36,269.62,sat,40.16,2.26,0.25,1.25,0.19,0.65,34.50,25.30,0.45,0.23,0.00,0.00,0.12,39.89,9.31,,30.39,0.45,1.30,19.34,0.06,0.00,0.06,
chc-lia-lin-0121.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.04,7.79,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0122.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.20,7.83,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0123.smt2,,,,,,6,6,,,,,10,,8,,8,29,1,23,,,,,,,8,11,16,,,,,,,,,32.44,12.64,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0124.smt2,,,,,,6,6,,,,,12,,14,,6,30,,25,,,,,,,6,4,19,,,,,,,,,36.88,13.74,sat,0.10,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.07,0.01,,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0125.smt2,,,,3,1,8,8,,7,2,5,23,10,34,,5,168,,70,,3,4,3,,,58,45,62,7,,4,,,,11,,66.32,31.00,sat,1.81,0.07,0.01,0.03,0.01,0.03,1.49,1.26,,0.01,0.00,0.00,0.02,1.77,0.44,,1.30,0.05,0.03,0.56,0.15,0.00,0.15,0.06
chc-lia-lin-0126.smt2,,,,,1,14,13,,5,,17,601,41,403,,11,2875,13,672,,7,55,,,,650,1269,653,,,,,,1,128,1,,336.12,timeout,597.71,2.92,1.11,1.84,0.23,0.62,187.34,172.40,,0.50,0.00,0.00,0.22,200.12,32.80,,167.26,1.02,5.77,132.29,4.80,0.00,4.80,0.02
chc-lia-lin-0127.smt2,,,,,,2,2,,,,,20,,,,26,28,,34,,,,,,,20,15,31,,,,,,,,,133.20,80.54,sat,2.06,0.36,0.14,0.24,0.05,0.04,0.84,0.09,0.19,0.00,0.00,0.00,0.01,1.27,0.09,,1.17,0.02,0.01,0.17,0.00,,0.00,
chc-lia-lin-0128.smt2,,,,,3,10,9,1,,,,875,18,429,3,59,2541,2,967,,5,30,3,,,856,662,956,4,1,3,1,,,100,3,,364.82,timeout,594.17,5.87,1.61,3.72,0.34,1.34,338.32,296.36,0.99,0.89,0.00,0.00,0.26,358.04,63.92,,294.08,1.53,8.51,236.68,5.89,0.00,5.89,0.08
chc-lia-lin-0129.smt2,,2,,4,1,16,16,,12,1,37,927,2,331,11,45,2361,6,1025,,12,355,8,,,990,702,1023,30,,10,,,,32,1,972.36,559.02,unsat,157.46,3.98,1.04,1.84,0.49,1.34,139.15,116.53,1.34,0.44,0.00,0.00,0.84,157.08,30.23,,126.79,2.28,8.90,84.24,1.51,0.00,1.51,0.82
chc-lia-lin-0130.smt2,,38,21,4,1,47,47,,123,,108,188,14,2730,10,381,7296,122,1221,,21,177,,,,431,2922,1505,,25,,,,109,,,777.80,516.12,sat,133.91,4.17,0.48,2.30,0.35,1.19,118.31,94.83,0.71,0.89,0.00,0.00,0.27,133.00,23.25,,109.54,1.34,5.74,67.88,1.10,0.00,1.10,2.21
chc-lia-lin-0131.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.92,7.83,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0132.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0133.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0134.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0135.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0136.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.48,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0137.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.28,7.76,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0138.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.76,5.67,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0139.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.96,7.85,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0140.smt2,,,,,,7,7,,,,,17,,17,,8,40,,29,,,,,,,8,6,23,,,,,,,,,46.44,16.44,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.01,0.00,0.00,0.08,0.01,,0.05,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0141.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0142.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0143.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0144.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.96,8.27,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0145.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,28.84,7.79,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0146.smt2,,198,29,1,1,47,47,,48,40,,220,31,2536,,270,11031,4,1609,,,,,,,236,5208,1593,68,2,41,,,5,10,3,964.08,624.12,sat,199.61,11.33,1.06,6.27,0.66,3.73,176.22,116.67,17.45,0.93,0.00,0.00,0.31,198.78,48.42,,150.15,1.52,5.94,95.35,0.36,0.00,0.36,1.70
chc-lia-lin-0147.smt2,,,,,,26,26,,,,,68,,220,,30,1099,,195,,,,,,,36,482,174,,,,,,,,,104.80,70.14,sat,2.34,0.33,0.03,0.15,0.02,0.13,1.53,1.00,,0.02,0.00,0.00,0.02,2.28,0.65,,1.54,0.08,0.09,0.69,0.00,,0.00,
chc-lia-lin-0148.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0149.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.60,8.35,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0150.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0151.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0152.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0153.smt2,,,,,,2,2,,,,,28,,,,28,30,,50,,,,,,,28,9,47,,,,,,,,,152.32,91.36,sat,2.20,0.30,0.12,0.21,0.01,0.06,0.94,0.29,0.01,,0.01,0.00,0.01,1.32,0.10,,1.21,0.04,0.02,0.16,0.00,,0.00,
