index,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
chc-lia-0000.smt2,,,1,1,2,,2,1,,3,3,1,2,,,16.56,6.07,sat,0.02,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00
chc-lia-0001.smt2,,,,178,179,15930,,16109,,16110,179,,15931,,,,177.07,timeout,592.85,569.27,162.16,,0.61,0.00,0.00,2.01,592.61,1.90,,590.17,10.23,0.12,
chc-lia-0002.smt2,,,102,102,253,5124,103,8103,,5406,203,2703,5303,,,575.32,395.00,sat,131.03,123.88,42.61,,0.25,0.00,0.00,0.77,130.67,28.59,,101.78,2.51,34.90,
chc-lia-0003.smt2,,,163,162,163,13202,,13365,,13366,163,,13203,,,,200.52,timeout,593.40,540.03,144.14,0.46,1.04,0.00,0.00,13.78,584.41,4.60,,579.29,31.13,0.12,
chc-lia-0004.smt2,,,166,165,167,4729,1,13863,,13862,167,3,13696,,,,148.73,timeout,592.00,553.79,44.38,179.21,0.43,0.00,0.00,6.97,585.77,94.43,,490.81,18.70,0.12,
chc-lia-0005.smt2,,,169,168,170,4899,1,14367,,14366,170,3,14197,,,,151.96,timeout,591.72,547.28,43.49,177.19,0.44,0.00,0.00,7.15,579.93,93.90,,485.48,19.29,0.12,
chc-lia-0006.smt2,,,25,24,25,112,,324,,325,27,,311,11,11,,58.80,timeout,599.92,519.17,513.87,3.66,0.00,0.00,0.00,0.08,519.56,2.57,,516.91,0.15,0.00,0.04
chc-lia-0007.smt2,,,,93,371,8519,,8927,,8836,187,,8742,,,,163.75,timeout,594.08,566.62,316.93,,0.85,0.00,0.00,1.35,581.31,3.66,,577.36,6.81,287.85,
chc-lia-0008.smt2,,,,161,162,13040,,13202,,13203,162,,13041,,,,213.68,timeout,593.26,563.26,124.11,,1.16,0.00,0.00,2.10,586.14,5.13,,580.53,11.33,0.10,
chc-lia-0009.smt2,,,18,17,834,2879,,4046,,4047,1381,,4249,,,,644.39,timeout,595.36,517.21,206.66,207.87,1.02,0.00,0.00,0.81,534.60,39.15,,495.39,13.56,190.83,5.44
chc-lia-0010.smt2,,,169,168,169,14195,,14364,,14365,177,,14255,59,59,,232.31,timeout,593.12,536.02,171.61,28.71,1.15,0.00,0.00,16.57,589.94,4.06,,585.25,39.77,0.11,0.75
chc-lia-0012.smt2,,,81,80,799,10294,,37820,965,3321,89,12579,3244,1,1,,347.79,timeout,596.48,560.84,384.27,17.25,11.82,0.00,0.00,1.98,584.27,317.99,,265.97,6.02,137.72,0.11
chc-lia-0013.smt2,,,,29,1188,7545,,9158,,5770,942,10,5740,,,,241.47,timeout,595.04,472.63,339.62,,2.37,0.00,0.00,0.99,485.67,19.49,,466.09,5.66,313.23,
chc-lia-0014.smt2,,,94,93,287,7979,8,17111,2,6592,354,4174,6894,381,381,,183.39,timeout,594.61,568.27,283.19,62.76,1.54,0.00,0.00,3.14,585.66,56.88,,528.43,8.19,270.09,8.94
chc-lia-0015.smt2,,,92,91,189,4184,,13741,,4286,188,4775,4194,,,,1188.71,timeout,595.50,118.18,26.75,2.27,1.17,0.00,0.00,0.55,124.99,47.19,,77.47,2.09,0.03,
chc-lia-0016.smt2,,,,126,310,6100,1,25303,136,6389,123,10156,6274,,,,240.82,timeout,593.76,578.32,366.24,,1.74,0.00,0.00,1.18,591.26,137.25,,453.62,4.47,189.36,
chc-lia-0017.smt2,,,,220,441,12211,110,13201,108,12542,222,549,12321,,,,172.18,timeout,593.45,573.73,335.25,,0.82,0.00,0.00,1.49,592.32,4.07,,587.55,7.42,234.57,
chc-lia-0018.smt2,,,131,131,262,8517,197,17931,,8715,197,8771,8583,,,1075.96,793.40,sat,178.70,162.25,23.20,,0.48,0.00,0.00,3.37,178.00,62.66,,114.93,8.66,3.01,
chc-lia-0019.smt2,,4,7,7,14,13,7,41,,30,29,13,42,12,11,31.00,12.35,sat,0.28,0.20,0.11,0.04,0.00,0.00,0.00,0.01,0.26,0.06,,0.17,0.01,0.05,0.01
chc-lia-0020.smt2,,,146,145,441,17217,,33238,36,7838,586,13388,7833,120,49,,438.38,timeout,594.59,567.93,163.65,30.72,3.04,0.00,0.00,3.58,590.30,185.43,,404.32,11.07,76.68,2.67
chc-lia-0021.smt2,,,,137,548,9542,137,10552,134,9864,276,417,9726,,,,187.54,timeout,594.30,556.40,311.09,,0.76,0.00,0.00,1.51,571.46,4.27,,566.75,6.30,282.40,
chc-lia-0022.smt2,,,,181,182,16290,,16472,,16473,181,,16291,,,,180.65,timeout,593.82,553.19,157.71,,0.63,0.00,0.00,9.05,591.87,1.98,,589.36,24.20,0.13,
chc-lia-0023.smt2,,,,45,1478,9354,548,33188,,2661,639,17936,2615,,,,427.42,timeout,598.00,520.87,233.03,,8.87,0.00,0.00,0.68,538.35,343.22,,194.99,3.81,104.89,
chc-lia-0024.smt2,,,,157,627,12325,157,13735,154,12796,314,783,12638,,,,180.67,timeout,594.03,571.89,342.47,,0.95,0.00,0.00,1.61,589.95,4.62,,584.82,8.09,236.14,
chc-lia-0025.smt2,,121,123,123,389,7430,267,23460,20,7853,267,15391,7729,,,1339.08,953.17,sat,207.06,194.09,20.93,2.67,0.42,0.00,0.00,2.30,206.10,140.53,,65.19,6.08,5.67,
chc-lia-0026.smt2,,,84,83,569,3412,,45880,,4387,977,20839,4303,,,,439.54,timeout,596.61,552.84,216.28,126.84,7.90,0.00,0.00,0.85,572.51,360.16,,212.07,6.14,0.03,
chc-lia-0027.smt2,,,,114,3365,65875,1597,68396,1,6615,1712,12,6500,,,,813.70,timeout,596.67,482.84,396.24,,76.08,0.00,0.00,2.31,579.42,131.69,,447.37,13.51,297.15,
chc-lia-0028.smt2,,6,14,14,324,702,312,4930,,1146,552,3091,1373,186,186,874.72,516.99,sat,126.99,119.83,52.82,20.69,0.97,0.00,0.00,0.31,124.01,42.76,,81.20,1.82,41.50,3.88
chc-lia-0029.smt2,,,,222,445,12432,111,13000,109,12767,224,122,12544,,,,173.42,timeout,594.95,566.62,313.29,,0.86,0.00,0.00,1.96,586.17,3.35,,582.12,8.46,222.80,
chc-lia-0030.smt2,,,62,61,430,5836,130,11280,133,3223,636,2166,3366,202,175,,294.88,timeout,596.88,565.61,220.42,194.19,1.68,0.00,0.00,1.39,576.44,68.70,,507.50,4.59,353.62,1.80
chc-lia-0031.smt2,,,107,106,723,7762,111,30007,6,8268,526,13472,8161,,,,328.03,timeout,594.85,530.97,246.39,0.00,2.85,0.00,0.00,3.29,550.61,130.77,,419.46,9.26,89.86,
chc-lia-0032.smt2,,,119,118,246,14261,1,15488,,14059,339,435,14041,,,,338.15,timeout,594.85,564.50,141.04,13.42,1.35,0.00,0.00,3.45,589.77,6.83,,582.50,13.65,84.07,0.87
chc-lia-0035.smt2,,,19,18,1468,1885,2,5663,,2996,2355,370,3845,713,705,,372.57,timeout,597.27,434.99,248.47,109.14,2.35,0.00,0.00,0.91,446.83,79.77,,366.99,6.26,212.59,18.43
chc-lia-0036.smt2,,,21,20,1112,446,2,3961,,1862,1801,1100,2448,494,484,,566.10,timeout,597.65,411.81,205.60,146.99,0.48,0.00,0.00,0.56,417.98,112.13,,305.78,3.53,178.26,21.54
chc-lia-0044.smt2,,,5,5,25,13,,74,1,45,22,27,44,5,1,37.44,13.52,unsat,0.15,0.09,0.05,0.00,0.00,0.00,0.00,0.01,0.13,0.02,,0.10,0.01,0.03,0.00
chc-lia-0045.smt2,,,,121,337,5662,1,23135,10,5116,203,10019,5015,,,,265.38,timeout,596.11,557.32,362.43,,1.97,0.00,0.00,0.91,568.72,138.62,,429.73,3.36,274.69,
chc-lia-0046.smt2,,,39,38,2102,10211,93,38126,107,9182,994,12917,9178,35,6,,840.80,timeout,596.18,535.37,231.99,122.25,4.64,0.01,0.00,5.82,562.18,148.16,,413.87,12.92,213.63,0.34
chc-lia-0047.smt2,,,,120,428,4095,,24369,31,4363,142,10477,4254,,,,262.02,timeout,596.74,576.35,386.37,,2.18,0.00,0.00,0.71,587.14,167.09,,419.68,2.74,272.97,
chc-lia-0048.smt2,,,,178,179,15930,,16109,,16110,179,,15931,,,,185.11,timeout,595.39,556.11,223.26,,0.87,0.00,0.00,2.18,578.64,2.09,,576.05,9.26,196.63,
chc-lia-0049.smt2,,,100,100,100,4949,,5049,,5050,100,,5049,100,1,376.80,241.13,unsat,50.43,45.56,20.19,,0.15,0.00,0.00,0.64,50.21,0.36,,49.56,1.99,15.82,1.01
chc-lia-0050.smt2,,,,96,616,6419,,25037,44,4303,179,9694,4210,,,,280.01,timeout,596.87,550.00,383.99,,2.42,0.00,0.00,0.63,560.26,158.37,,401.60,2.76,268.21,
chc-lia-0051.smt2,,,,28,816,4948,7,9283,28,4605,1096,1714,4576,,,,258.84,timeout,597.70,526.63,373.22,,1.91,0.00,0.00,1.96,540.45,35.32,,505.04,7.69,346.95,
chc-lia-0052.smt2,,,,28,816,4948,7,9283,28,4605,1096,1714,4576,,,,258.98,timeout,596.75,523.04,370.54,,1.94,0.00,0.00,1.97,536.84,35.18,,501.57,7.71,345.06,
chc-lia-0053.smt2,,,,138,310,4020,,27125,2,5652,152,14472,5563,,,,316.29,timeout,596.10,554.16,305.21,0.14,2.01,0.00,0.00,0.84,566.46,166.26,,399.77,3.27,225.22,
chc-lia-0057.smt2,,,26,25,3706,6470,42,32291,7,8590,2122,10870,8567,,,,816.65,timeout,596.46,553.56,422.48,6.90,8.35,0.01,0.00,2.14,580.26,180.62,,399.55,10.97,232.51,
chc-lia-0058.smt2,,,,32,660,7005,7,8216,,6439,908,272,6406,,,,222.00,timeout,597.17,528.60,341.67,,1.35,0.00,0.00,3.04,545.56,8.44,,537.03,10.34,366.18,
chc-lia-0059.smt2,,,,32,660,7005,7,8216,,6439,908,272,6406,,,,222.20,timeout,597.09,526.74,340.04,,1.38,0.00,0.00,3.03,543.67,8.32,,535.26,10.33,365.60,
chc-lia-0061.smt2,,,,93,362,7798,,17775,78,4765,221,5816,4683,,,,269.25,timeout,597.50,546.23,387.08,,1.97,0.00,0.00,0.70,557.31,80.74,,476.28,3.35,367.30,
chc-lia-0063.smt2,,,184,183,186,3792,1,17201,,17022,4841,,16839,,,,188.47,timeout,594.19,546.38,0.39,201.73,0.06,0.00,0.00,10.29,587.36,101.08,,485.69,27.35,86.92,0.02
chc-lia-0064.smt2,,,186,185,188,3836,1,17574,,17393,4843,,17208,,,,231.69,timeout,593.19,535.21,0.46,197.00,0.06,0.00,0.00,10.29,576.18,98.70,,476.88,27.60,86.10,0.01
chc-lia-0070.smt2,8,,4,4,13,11,,27,,31,14,3,30,4,1,31.92,9.89,unsat,0.09,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.01,,0.06,0.01,0.01,0.00
chc-lia-0079.smt2,,,,103,633,7649,3,28527,33,4032,227,13036,3941,,,,326.19,timeout,597.20,585.30,384.35,,2.86,0.00,0.00,0.76,596.90,188.77,,407.81,3.12,273.80,
chc-lia-0080.smt2,,,,102,684,13995,,32842,326,4660,264,12763,4564,,,,346.38,timeout,597.56,579.40,406.23,,3.58,0.00,0.00,0.75,591.96,174.28,,417.37,3.45,299.29,
chc-lia-0081.smt2,,,,100,685,13402,,31134,566,4661,263,11948,4566,,,,343.70,timeout,597.75,575.65,408.32,,3.26,0.00,0.00,0.76,587.66,162.43,,424.94,3.41,309.66,
chc-lia-0082.smt2,,,,110,609,13331,,30495,205,4210,217,11718,4125,,,,320.45,timeout,596.80,538.10,378.40,,2.83,0.00,0.00,0.68,548.97,127.25,,421.39,3.12,301.38,
chc-lia-0083.smt2,,,,110,590,12326,,29040,239,3927,220,11618,3848,,,,326.83,timeout,597.90,527.27,376.83,,2.67,0.00,0.00,0.69,538.34,123.60,,414.41,3.14,297.90,
chc-lia-0084.smt2,,,,98,635,11915,,30359,207,4056,263,12839,3968,,,,342.53,timeout,598.14,547.77,362.39,,3.02,0.00,0.00,0.69,559.12,191.73,,367.10,3.07,263.55,
chc-lia-0085.smt2,,,,98,624,12313,,30038,399,4304,263,12185,4212,,,,333.86,timeout,598.41,568.21,385.28,,2.99,0.00,0.00,0.85,580.04,172.14,,407.60,3.31,297.09,
chc-lia-0086.smt2,,,20,20,43,167,30,568,3,136,23,232,119,,,58.68,37.22,sat,0.66,0.47,0.31,,0.01,0.00,0.00,0.01,0.63,0.16,,0.42,0.03,0.24,
chc-lia-0091.smt2,,,,163,247,12744,41,19303,296,12712,199,3525,12548,,,,288.34,timeout,596.26,565.13,325.15,,1.41,0.00,0.00,1.36,582.87,24.75,,557.66,6.46,337.03,
chc-lia-0092.smt2,,,,163,445,5404,,30269,11,6027,155,13690,5907,,,,317.13,timeout,597.69,586.04,415.11,,1.91,0.00,0.00,0.83,597.56,141.38,,455.70,3.29,304.00,
chc-lia-0093.smt2,,,122,121,455,6175,,32023,4,5896,124,13456,5803,12,9,,398.09,timeout,596.92,564.46,369.41,46.91,2.98,0.00,0.00,0.72,576.67,152.20,,424.07,3.30,301.59,0.10
chc-lia-0094.smt2,,,101,101,202,5059,102,10300,,5253,102,4953,5151,,,632.36,457.91,sat,86.83,80.79,32.80,,0.30,0.00,0.00,0.69,86.52,20.55,,65.68,2.58,33.27,
chc-lia-0096.smt2,,,101,101,202,5051,102,10300,,5253,102,4953,5151,,,626.52,456.66,sat,88.09,82.08,33.83,,0.30,0.00,0.00,0.68,87.78,20.76,,66.75,2.55,34.53,
chc-lia-0097.smt2,,,,172,482,5560,,24400,30,6474,156,10489,6345,,,,313.78,timeout,595.62,577.56,401.65,,1.33,0.00,0.00,0.84,588.42,112.41,,475.53,3.22,317.72,
chc-lia-0102.smt2,,,16,16,107,229,57,1024,7,262,124,442,245,,,161.00,110.38,sat,3.57,3.07,2.00,,0.04,0.00,0.00,0.07,3.50,0.81,,2.64,0.19,1.83,
chc-lia-0103.smt2,,,17,17,97,208,48,866,,251,128,356,233,,,113.80,74.51,sat,2.67,2.24,1.40,,0.02,0.00,0.00,0.07,2.62,0.54,,2.03,0.17,1.34,
chc-lia-0104.smt2,,,100,99,752,11239,,34287,72,4178,194,14092,4084,,,,408.28,timeout,597.75,571.18,423.38,2.91,3.78,0.00,0.00,0.57,582.60,186.43,,395.87,2.78,301.65,
chc-lia-0107.smt2,,,97,96,849,7233,,37269,165,2785,210,19175,2717,10,6,,447.45,timeout,598.66,537.29,416.16,12.36,5.05,0.00,0.00,0.44,549.61,230.37,,318.94,2.56,248.80,0.22
chc-lia-0109.smt2,,,26,25,807,5057,2,7646,46,4807,604,765,4825,44,44,,590.04,timeout,596.70,459.83,317.37,22.00,2.03,0.00,0.00,0.76,471.46,29.76,,441.62,6.12,297.68,0.60
chc-lia-0110.smt2,,,,40,768,4398,1,13732,1,4146,1436,4636,4105,,,,424.57,timeout,598.46,501.65,341.21,,2.03,0.00,0.00,2.06,515.18,87.62,,427.44,6.62,326.70,
chc-lia-0111.smt2,,,,40,768,4398,1,13732,1,4146,1436,4636,4105,,,,424.36,timeout,598.40,504.82,343.66,,2.02,0.00,0.00,2.07,518.31,88.24,,429.96,6.63,328.62,
chc-lia-0112.smt2,,,,70,619,6660,88,21290,4,4153,375,9729,4086,,,,362.97,timeout,597.84,538.85,407.21,,2.35,0.00,0.00,0.68,549.00,104.41,,444.38,3.43,332.22,
chc-lia-0113.smt2,,,,184,190,8202,,17141,,12091,183,4472,11951,,,,286.46,timeout,594.90,569.04,377.33,,0.80,0.00,0.00,2.07,585.77,42.64,,542.61,6.87,341.80,
chc-lia-0114.smt2,,,,92,874,15165,,33537,58,4070,318,11546,3983,,,,384.65,timeout,597.61,537.63,407.67,,4.93,0.00,0.00,0.63,550.21,163.54,,386.41,3.24,285.95,
chc-lia-0115.smt2,,,74,73,859,1292,,29839,21,5781,367,10244,5713,,,,298.88,timeout,596.61,552.44,16.58,409.72,0.52,0.00,0.00,0.73,561.96,196.43,,365.31,4.24,248.75,
chc-lia-0116.smt2,,,,64,1092,12279,3,24778,158,4475,399,7262,4418,,,,380.70,timeout,597.97,569.04,464.70,,4.51,0.00,0.00,0.61,581.41,108.65,,472.57,3.68,363.33,
chc-lia-0117.smt2,,,,36,716,3710,1,12094,14,3247,933,4215,3210,,,,403.71,timeout,598.28,549.33,354.63,,1.79,0.00,0.00,1.68,560.58,167.09,,393.39,5.26,306.34,
chc-lia-0118.smt2,,,,34,629,3982,1,9950,6,3482,1341,2814,3447,,,,377.21,timeout,598.86,524.54,369.29,,1.47,0.00,0.00,1.82,535.86,73.80,,461.97,5.58,356.70,
chc-lia-0119.smt2,,,,34,629,3982,1,9950,6,3482,1341,2814,3447,,,,376.92,timeout,598.43,527.95,369.75,,1.49,0.00,0.00,1.83,539.31,74.12,,465.09,5.59,359.52,
chc-lia-0120.smt2,,,,30,756,5723,1,9421,2,3208,785,1337,3177,,,,393.03,timeout,598.47,586.55,444.03,,1.98,0.00,0.00,1.68,597.99,53.67,,544.24,5.18,435.85,
chc-lia-0121.smt2,,,113,112,428,5479,,29214,56,6675,478,14197,6596,,,,332.13,timeout,596.76,580.40,370.93,11.35,2.15,0.00,0.00,0.93,592.78,137.20,,455.22,4.35,289.49,
chc-lia-0122.smt2,,,87,86,785,7684,4,21810,65,3844,240,7677,3783,,,,368.07,timeout,597.45,569.64,479.05,0.05,3.47,0.00,0.00,0.62,580.62,127.40,,452.95,2.98,363.68,
chc-lia-0123.smt2,,,96,95,924,15472,1,30734,50,6208,767,8548,6121,,,,349.55,timeout,595.84,577.03,420.85,17.20,5.33,0.00,0.00,0.84,592.55,93.49,,498.74,4.80,355.61,
chc-lia-0124.smt2,,,96,95,678,3077,3,34705,229,3225,580,19163,3157,7,1,,414.23,timeout,598.04,552.07,182.79,185.39,2.01,0.00,0.00,0.44,560.81,277.45,,283.03,2.40,195.56,0.01
chc-lia-0125.smt2,,,62,61,592,284,,14678,6,3474,241,4201,3416,,,,162.67,timeout,596.08,508.74,14.20,387.14,0.07,0.00,0.00,0.58,515.90,162.00,,353.69,2.81,247.39,
chc-lia-0126.smt2,,,,60,719,7367,8,17718,380,2366,298,7206,2315,,,,295.21,timeout,597.79,566.83,417.63,,2.35,0.00,0.00,0.46,575.48,161.88,,413.40,2.26,320.21,
chc-lia-0127.smt2,,,86,85,526,8980,36,15552,97,3493,196,3508,3413,,,,201.10,timeout,594.65,541.78,349.85,55.04,2.22,0.00,0.00,0.79,552.18,62.22,,489.64,3.27,349.98,
chc-lia-0128.smt2,,,25,25,79,337,57,1258,4,335,47,501,310,,,112.80,72.85,sat,2.94,2.42,1.60,,0.03,0.00,0.00,0.04,2.86,0.76,,2.03,0.13,1.16,
chc-lia-0132.smt2,160,,15,15,157,249,17,1072,8,452,472,269,513,72,24,295.32,166.28,unsat,11.68,10.10,4.76,2.05,0.06,0.00,0.00,0.38,11.49,2.77,,8.66,0.85,2.86,0.80
chc-lia-0133.smt2,,,33,33,394,1237,20,6573,3,1188,690,2717,1187,33,1,467.24,285.61,unsat,56.11,50.81,33.70,,0.91,0.00,0.00,1.07,55.80,25.87,,29.82,2.64,12.35,0.68
chc-lia-0134.smt2,,,33,33,416,1054,19,6488,5,1282,799,2527,1281,33,1,518.96,313.76,unsat,78.03,72.12,47.97,,0.92,0.00,0.00,1.17,77.65,30.36,,47.18,2.93,23.87,0.77
chc-lia-0135.smt2,,,34,34,567,1148,21,6636,3,1579,1132,2515,1578,34,1,696.52,441.25,unsat,111.14,103.44,63.34,,1.03,0.00,0.00,1.71,110.79,30.49,,80.19,3.99,43.32,1.14
chc-lia-0136.smt2,,,32,32,439,1365,29,7202,2,1412,777,2782,1411,32,1,579.28,347.64,unsat,115.21,108.54,69.51,,1.12,0.00,0.00,1.30,114.87,40.61,,74.15,3.21,41.12,0.87
chc-lia-0137.smt2,,,18,18,386,393,18,3183,4,800,613,1499,799,18,1,421.64,257.50,unsat,37.80,34.54,23.69,,0.36,0.00,0.00,0.66,37.56,13.27,,24.24,1.70,12.60,0.40
chc-lia-0138.smt2,,,33,33,416,1054,19,6488,5,1282,799,2527,1281,33,1,518.96,313.76,unsat,72.20,66.44,44.76,,0.90,0.00,0.00,1.15,71.89,28.53,,43.25,2.88,21.62,0.76
chc-lia-0139.smt2,,,42,42,778,3075,18,18352,2,3080,1302,7826,3079,42,1,1281.96,723.86,unsat,437.15,417.43,271.23,,5.42,0.00,0.00,3.28,436.54,182.20,,254.20,9.00,139.11,1.94
chc-lia-0140.smt2,,,43,43,607,1770,15,10904,4,1892,1272,4349,1891,43,1,812.64,504.05,unsat,172.39,162.13,109.24,,2.30,0.00,0.00,1.85,171.94,72.74,,99.06,4.81,53.29,1.36
chc-lia-0141.smt2,,,43,43,275,1146,23,6969,6,1239,587,2730,1238,43,1,446.44,278.03,unsat,50.46,44.71,31.85,,0.98,0.00,0.00,1.25,50.16,26.17,,23.85,2.86,6.94,0.75
chc-lia-0142.smt2,,,18,18,246,294,20,1696,5,537,401,658,536,18,1,236.68,137.94,unsat,12.20,10.23,6.64,,0.15,0.00,0.00,0.49,12.05,3.64,,8.35,1.12,3.50,0.22
chc-lia-0143.smt2,,,33,33,599,1396,38,9834,8,1592,1213,4103,1591,33,1,760.36,487.66,unsat,151.28,142.35,98.14,,2.24,0.00,0.00,1.50,150.88,64.22,,86.56,3.94,48.19,1.09
chc-lia-0144.smt2,,,42,42,1104,1934,19,14916,5,2573,1718,6158,2572,42,1,1567.04,937.20,unsat,491.65,473.49,327.42,,5.25,0.00,0.00,2.85,491.01,204.99,,285.89,7.96,175.30,2.40
chc-lia-0145.smt2,,,43,43,1098,2346,19,16078,3,3178,2082,6466,3177,43,1,1546.08,928.43,unsat,532.57,511.96,318.70,,4.57,0.00,0.00,3.95,531.93,152.24,,379.55,10.56,221.83,2.32
chc-lia-0146.smt2,,,23,23,216,469,17,1943,3,627,374,675,626,23,1,234.72,137.64,unsat,12.37,10.06,6.33,,0.16,0.00,0.00,0.61,12.20,3.50,,8.63,1.35,3.15,0.27
chc-lia-0147.smt2,,,43,43,539,1248,25,5851,4,1610,1009,2140,1609,43,1,596.16,342.50,unsat,83.16,76.04,47.84,,1.05,0.00,0.00,1.61,82.80,35.72,,46.94,3.83,20.93,1.07
chc-lia-0148.smt2,,,34,34,476,1389,20,9145,13,1284,1021,3779,1283,34,1,709.28,458.70,unsat,122.09,115.36,75.82,,1.47,0.00,0.00,1.17,121.73,60.43,,61.19,3.02,31.04,1.04
chc-lia-0149.smt2,,,33,33,505,1196,20,6628,7,1420,1124,2482,1419,33,1,577.44,339.14,unsat,91.76,85.22,55.31,,1.05,0.00,0.00,1.32,91.42,32.26,,59.05,3.37,30.57,0.79
chc-lia-0150.smt2,,,34,34,542,1190,20,7486,5,1538,710,2870,1537,34,1,684.48,441.67,unsat,103.41,96.09,66.66,,1.28,0.00,0.00,1.60,103.06,40.24,,62.71,3.71,33.78,0.93
chc-lia-0151.smt2,,,33,33,702,1864,19,12639,2,1936,1476,5356,1935,33,1,993.04,601.95,unsat,281.72,270.24,178.03,,2.64,0.00,0.00,1.94,281.23,118.19,,162.94,5.26,94.28,1.25
chc-lia-0152.smt2,,,42,42,934,1404,33,15372,4,2168,1522,6843,2167,42,1,1121.20,663.53,unsat,320.82,306.05,207.61,,4.46,0.00,0.00,2.37,320.28,167.64,,152.51,6.37,81.42,1.82
chc-lia-0153.smt2,,,42,42,926,1790,19,16375,11,2064,1582,7410,2063,42,1,1221.12,701.94,unsat,308.43,295.01,186.51,,3.40,0.00,0.00,2.18,307.81,137.94,,169.74,5.93,93.66,2.02
chc-lia-0154.smt2,,,,37,864,2098,19,20558,2,2437,1564,9222,2399,,,,329.51,timeout,597.64,498.13,322.77,,5.27,0.00,0.00,2.48,514.80,270.77,,243.91,7.02,140.40,
chc-lia-0155.smt2,,,,37,864,2098,19,20558,2,2437,1564,9222,2399,,,,329.28,timeout,597.85,502.88,325.04,,5.27,0.00,0.00,2.48,519.41,273.15,,246.14,7.01,141.24,
chc-lia-0156.smt2,,,32,32,1075,2025,26,19495,7,2481,2023,8755,2482,32,1,1504.36,954.37,unsat,529.18,509.65,340.72,,6.71,0.00,0.00,2.55,528.48,286.01,,242.36,7.98,130.47,1.89
chc-lia-0157.smt2,,,,31,1025,1783,24,18588,10,2378,2047,8159,2348,,,,328.55,timeout,597.50,543.29,362.11,,6.42,0.00,0.00,2.53,561.72,301.09,,260.52,7.73,144.82,
chc-lia-0158.smt2,,10,20,20,68,350,101,1387,9,342,58,478,322,,,120.64,80.93,sat,3.85,3.26,1.68,0.69,0.05,0.00,0.00,0.04,3.74,1.05,,2.63,0.15,1.68,
chc-lia-0159.smt2,,,27,27,241,1794,135,4654,8,820,156,1444,795,,,431.44,308.11,sat,85.35,82.81,70.39,,0.50,0.00,0.00,0.14,84.97,15.28,,69.61,0.55,58.14,
chc-lia-0160.smt2,,,,59,783,6445,226,17541,55,2799,336,8267,2745,,,,279.50,timeout,596.76,562.35,437.13,0.00,3.13,0.00,0.00,0.55,572.92,89.58,,483.15,3.30,359.40,
chc-lia-0161.smt2,,,,84,367,5237,,19718,44,3246,190,7537,3167,,,,255.77,timeout,596.20,581.38,408.08,,1.90,0.00,0.00,0.68,591.38,164.01,,427.10,2.79,303.28,
chc-lia-0162.smt2,,,103,102,404,5440,61,18222,418,3513,160,7495,3427,,,,253.48,timeout,596.21,552.26,373.43,40.95,2.27,0.00,0.00,0.75,563.39,118.69,,444.36,3.35,325.93,
chc-lia-0163.smt2,,,,34,1496,2408,3,13148,23,3135,902,4722,3102,,,,297.66,timeout,597.36,467.82,385.20,,6.51,0.00,0.00,0.51,482.74,153.57,,329.07,4.88,231.50,
chc-lia-0164.smt2,,,,83,428,6230,,19981,7,2974,230,9012,2903,,,,260.92,timeout,597.48,557.98,406.61,,1.72,0.00,0.00,0.90,566.68,130.36,,436.06,2.81,314.21,
chc-lia-0165.smt2,,,,80,572,7884,,21869,300,2544,184,9227,2469,,,,299.03,timeout,596.93,561.28,410.35,,2.39,0.00,0.00,0.48,570.08,178.87,,390.97,2.15,295.88,
chc-lia-0166.smt2,,,,57,797,7998,3,16131,87,3084,299,4545,3032,,,,277.62,timeout,596.97,576.81,470.84,,2.84,0.00,0.00,0.55,586.78,105.79,,480.81,2.83,371.56,
chc-lia-0167.smt2,,,,113,348,4356,,16838,55,3521,130,7343,3431,,,,207.45,timeout,597.33,579.50,404.21,,1.15,0.00,0.00,0.61,588.20,134.27,,453.57,2.49,325.19,
chc-lia-0168.smt2,,,79,78,501,7886,2,15217,5,4854,615,3372,4808,28,22,,213.85,timeout,595.94,558.98,385.49,65.83,1.76,0.00,0.00,0.88,569.69,59.06,,510.35,3.60,368.64,0.44
chc-lia-0170.smt2,,,,54,865,10018,7,18422,90,3164,335,5034,3110,,,,294.42,timeout,597.55,509.95,402.09,,3.22,0.00,0.00,0.54,519.99,93.54,,426.28,2.87,323.02,
chc-lia-0171.smt2,,,,107,365,5771,45,17340,169,3814,181,7604,3726,,,,265.13,timeout,596.70,552.33,380.44,,1.91,0.00,0.00,0.78,563.06,121.71,,441.01,3.23,313.97,
